id	label
/m/01sb50	Cellphone buzz, vibrating alert
/m/01sm1g	Wood block
/m/01swy6	Yodeling
/m/01v1d8	Sampler
/m/01v_m0	Sine wave
/m/01w250	Whistling
/m/01wy6	Clarinet
/m/01x3z	Clock
/m/01xq0k1	Cattle, bovinae
/m/01xqw	Cello
/m/01y3hg	Smoke detector, smoke alarm
/m/01yg9g	Lawn mower
/m/01yrx	Cat
/m/01z47d	Busy signal
/m/01z5f	Canidae, wild dogs, wolves
/m/01z7dr	Video game music
/m/02021	Chipmunk
/m/020bb7	Bird vocalization, bird call, bird song
/m/0239kh	Cowbell
/m/023pjk	Cutlery, silverware
/m/023vsd	Sanding
/m/02417f	Windscreen wiper, windshield wiper
/m/0242l	Coin (dropping)
/m/024dl	Cash register
/m/025_jnm	Finger snapping
/m/025rv6n	Fowl
/m/025td0t	Background music
/m/025wky1	Air conditioning
/m/0261r1	Babbling
/m/0269r2s	Chain
/m/026fgl	Wind chime
/m/026t6	Drum
/m/026z9	Disco
/m/027m70_	Jingle bell
/m/0283d	Drum and bass
/m/0284vy3	Train horn
/m/028ght	Applause
/m/028sqc	Music of Asia
/m/028v0c	Silence
/m/02_41	Fire
/m/02_nn	Fart
/m/02bk07	Chant
/m/02bm9n	Ratchet, pawl
/m/02bxd	Didgeridoo
/m/02c8p	Telephone dialing, DTMF
/m/02cjck	Theme music
/m/02cz_7	Beatboxing
/m/02dgv	Door
/m/02f9f_	Shower
/m/02fs_r	Beep, bleep
/m/02fsn	Double bass
/m/02fxyj	Humming
/m/02g901	Electric shaver, electric razor
/m/02hnl	Drum kit
/m/02jz0l	Water tap, faucet
/m/02k_mr	Drum roll
/m/02l6bg	Propeller, airscrew
/m/02lkt	Electronic music
/m/02ll1_	Lock
/m/02mfyn	Car alarm
/m/02mk9	Engine
/m/02mscn	Christian music
/m/02p01q	Filing (rasp)
/m/02p0sh1	Traditional music
/m/02p3nc	Hiccup
/m/02pjr4	Blender, food processor
/m/02qldy	Narration, monologue
/m/02qmj0d	String section
/m/02rhddq	Reversing beeps
/m/02rlv9	Motorboat, speedboat
/m/02rr_	Effects unit
/m/02rtxlg	Whispering
/m/02sgy	Electric guitar
/m/02v2lh	New-age music
/m/02w4v	Folk music
/m/02x8m	Funk
/m/02x984l	Mechanical fan
/m/02y_763	Sliding door
/m/02yds9	Purr
/m/02z32qm	Fusillade
/m/02zsn	Female speech, woman speaking
/m/030rvx	Buzzer
/m/0316dw	Typing
/m/0319l	French horn
/m/0326g	Flamenco
/m/032n05	Whale vocalization
/m/032s66	Gunshot, gunfire
/m/0342h	Guitar
/m/034srq	Waves, surf
/m/0395lw	Bell
/m/039jq	Glass
/m/03_d0	Jazz
/m/03cczk	Chewing, mastication
/m/03cl9h	Ice cream truck, ice cream van
/m/03dnzn	Bathtub (filling or washing)
/m/03fwl	Goat
/m/03gvt	Hammond organ
/m/03j1ly	Emergency vehicle
/m/03k3r	Horse
/m/03kmc9	Siren
/m/03l9g	Hammer
/m/03lty	Heavy metal
/m/03m5k	Harp
/m/03m9d0z	Wind
/m/03mb9	House music
/m/03p19w	Jackhammer
/m/03q5_w	Burping, eructation
/m/03q5t	Harpsichord
/m/03qc9zr	Screaming
/m/03qjg	Harmonica
/m/03qtq	Hi-hat
/m/03qtwd	Crowd
/m/03r5q_	Jingle (music)
/m/03t3fj	Rimshot
/m/03v3yw	Keys jangling
/m/03vt0	Insect
/m/03w41f	Church bell
/m/03wvsk	Hair dryer
/m/03wwcy	Doorbell
/m/03xq_f	Electronic organ
/m/040b_t	Refrigerator
/m/04179zz	Duck call (hunting tool)
/m/04229	Jet engine
/m/042v_gx	Acoustic guitar
/m/0463cq4	Crying, sobbing
/m/046dlr	Alarm clock
/m/04_sv	Motorcycle
/m/04brg2	Dishes, pots, and pans
/m/04ctx	Knife
/m/04cvmfc	Roar
/m/04fgwm	Electric toothbrush
/m/04fq5q	Foghorn
/m/04gxbd	Power windows, electric windows
/m/04gy_2	Battle cry
/m/04k94	Liquid
/m/04qvtq	Police car (siren)
/m/04rlf	Music
/m/04rmv	Mouse
/m/04rzd	Mandolin
/m/04s8yn	Crow
/m/04szw	Musical instrument
/m/04v5dt	Booing
/m/04wptg	Wedding music
/m/04zjc	Machine gun
/m/04zmvq	Train whistle
/m/05148p4	Keyboard (musical)
/m/053hz1	Cheering
/m/056ks2	Rowboat, canoe, kayak
/m/056r_1	Keypress tone
/m/05_wcq	Bird flight, flapping wings
/m/05fw6t	Music for children
/m/05kq4	Ocean
/m/05lls	Opera
/m/05mxj0q	Packing tape, duct tape
/m/05pd6	Orchestra
/m/05r5c	Piano
/m/05r5wn	Rattle (instrument)
/m/05r6t	Punk rock
/m/05rj2	Shuffling cards
/m/05rwpb	Independent music
/m/05tny_	Bark
/m/05w3f	Psychedelic rock
/m/05x_td	Air horn, truck horn
/m/05zc1	Pulleys
/m/05zppz	Male speech, man speaking
/m/0641k	Paper rustling
/m/0642b4	Cupboard open or close
/m/064t9	Pop music
/m/068hy	Domestic animals, pets
/m/068zj	Pig
/m/06_fw	Skateboard
/m/06_y0by	Environmental noise
/m/06bxc	Rapping
/m/06by7	Rock music
/m/06bz3	Radio
/m/06cqb	Reggae
/m/06cyt0	Mechanical bell
/m/06d_3	Rail transport
/m/06h7j	Run
/m/06hck5	Steam whistle
/m/06hps	Rodents, rats, mice
/m/06j64v	Middle Eastern music
/m/06j6l	Rhythm and blues
/m/06mb1	Rain
/m/06ncr	Saxophone
/m/06q74	Ship
/m/06rqw	Ska
/m/06rvn	Snare drum
/m/06w87	Steel guitar, slide guitar
/m/06wzb	Steam
/m/06xkwv	Mains hum
/m/073cg4	Cap gun
/m/074ft	Song
/m/078jl	Snake
/m/0790c	Sonar
/m/079vc8	Wolf-whistling
/m/07bgp	Sheep
/m/07bjf	Single-lens reflex camera
/m/07bm98	Sound reproduction
/m/07brj	Tambourine
/m/07c52	Television
/m/07c6l	Trombone
/m/07cx4	Telephone
/m/07gql	Trumpet
/m/07gxw	Techno
/m/07hvw1	Unmodified field recording
/m/07jdr	Train
/m/07k1x	Tools
/m/07kc_	Theremin
/m/07lnk	Trance music
/m/07m2kt	Chorus effect
/m/07mzm6	Wheeze
/m/07n_g	Tuning fork
/m/07p6fty	Shout
/m/07p6mqd	Slosh
/m/07p78v5	Zing
/m/07p7b8y	Fill (with liquid)
/m/07p9k1k	Sizzle
/m/07p_0gm	Throbbing
/m/07pb8fc	Idling
/m/07pbtc8	Walk, footsteps
/m/07pc8l3	Snap
/m/07pc8lb	Breaking
/m/07pczhz	Chop
/m/07pdhp0	Biting
/m/07pdjhy	Rub
/m/07pggtn	Chirp, tweet
/m/07phhsh	Rumble
/m/07phxs1	Ding
/m/07pjjrj	Smash, crash
/m/07pjwq1	Buzz
/m/07pk7mg	Wobble
/m/07pkxdp	Lullaby
/m/07pl1bw	Splinter
/m/07plct2	Crushing
/m/07plz5l	Sigh
/m/07pn_8q	Chopping (food)
/m/07pp8cl	Telephone bell ringing
/m/07pp_mv	Alarm
/m/07ppn3j	Sniff
/m/07pqc89	Trickle, dribble
/m/07pqmly	Slurp, drinking straw
/m/07pqn27	Bouncing
/m/07prgkl	Pour
/m/07pt6mm	Grind
/m/07pt_g0	Pulse
/m/07ptfmf	Stir
/m/07ptzwd	Pump (liquid)
/m/07pws3f	Bang
/m/07pxg6y	Eruption
/m/07pyf11	Flap
/m/07pyy8b	Pant
/m/07pzfmf	Crackle
/m/07q0h5t	Bleat
/m/07q0yl5	Snort
/m/07q2z82	Accelerating, revving, vroom
/m/07q34h3	Puff
/m/07q4ntr	Bellow
/m/07q5rw0	Neigh, whinny
/m/07q6cd_	Squeak
/m/07q7njn	Glass chink, clink
/m/07q8f3b	Howl (wind)
/m/07q8k13	Screech
/m/07qb_dv	Scratch
/m/07qc9xj	Clicking
/m/07qcpgn	Tap
/m/07qcx4z	Tearing
/m/07qdb04	Quack
/m/07qf0zm	Howl
/m/07qfgpx	Jingle, tinkle
/m/07qfr4h	Hubbub, speech noise, speech babble
/m/07qh7jl	Creak
/m/07qjznl	Tick-tock
/m/07qjznt	Tick
/m/07qlf79	Spray
/m/07qlwh6	Squish
/m/07qmpdm	Clatter
/m/07qn4z3	Rattle
/m/07qn5dc	Crowing, cock-a-doodle-doo
/m/07qnq_y	Thump, thud
/m/07qqyl4	Boom
/m/07qrkrw	Meow
/m/07qs1cx	Crack
/m/07qsvvw	Burst, pop
/m/07qv4k0	Scrape
/m/07qv_d5	Toot
/m/07qv_x_	Shuffle
/m/07qw_06	Wail, moan
/m/07qwdck	Ping
/m/07qwf61	Honk
/m/07qwyj0	Rustle
/m/07qyrcz	Plop
/m/07qz6j3	Whimper
/m/07r04	Truck
/m/07r10fb	Raindrop
/m/07r4gkf	Patter
/m/07r4k75	Grunt
/m/07r4wb8	Knock
/m/07r5c2p	Caw
/m/07r5v4s	Drip
/m/07r660_	Giggle
/m/07r67yg	Ding-dong
/m/07r81j2	Caterwaul
/m/07r_25d	Coo
/m/07r_80w	Hoot
/m/07r_k2n	Yip
/m/07rbp7_	Whip
/m/07rc7d9	Bow-wow
/m/07rcgpl	Hum
/m/07rdhzs	Whack, thwack
/m/07rgkc5	Static
/m/07rgt08	Chuckle, chortle
/m/07rjwbb	Hiss
/m/07rjzl8	Slam
/m/07rkbfh	Chatter
/m/07rknqz	Skidding
/m/07rn7sz	Glass shatter
/m/07rpkh9	Moo
/m/07rqsjt	Whoosh, swoosh, swish
/m/07rrh0c	Thunk
/m/07rrlb6	Splash, splatter
/m/07rv4dm	Clang
/m/07rv9rh	Clip-clop
/m/07rwj3x	Whoop
/m/07rwm0c	Clickety-clack
/m/07ryjzk	Slap, smack
/m/07s02z0	Squeal
/m/07s04w4	Snicker
/m/07s0dtb	Gasp
/m/07s0s5r	Strum
/m/07s12q4	Crunch
/m/07s13rg	Sweeping
/m/07s2xch	Groan
/m/07s34ls	Whir
/m/07s72n	Dubstep
/m/07s8j8t	Roll
/m/07sbbz2	Rock and roll
/m/07sk0jz	Stomp, stamp
/m/07sq110	Belly laugh
/m/07sr1lc	Yell
/m/07st88b	Croak
/m/07st89h	Cluck
/m/07svc2k	Gobble
/m/07swgks	Gurgling, bubbling
/m/07sx8x_	Squawk
/m/07szfh9	Cacophony
/m/07xzm	Ukulele
/m/07y_7	Violin, fiddle
/m/07yv9	Vehicle
/m/081rb	Writing
/m/0838f	Water
/m/083vt	Wood
/m/085jw	Wind instrument, woodwind instrument
/m/08cyft	Electronic dance music
/m/08dckq	Carbon monoxide detector, CO detector
/m/08j51y	Dental drill, dentist's drill
/m/08p9q4	Sidetone
/m/0912c9	Vehicle horn, car horn, honking, toot
/m/0939n_	Gargling
/m/093_4n	Background noise
/m/096m7z	Noise
/m/098_xr	Error signal
/m/09b5t	Chicken, rooster
/m/09ct_	Helicopter
/m/09d1b1	Tape hiss
/m/09d5_	Owl
/m/09ddx	Ducks, geese, waterfowl
/m/09f96	Mosquito
/m/09hlz4	Respiratory sounds
/m/09l8g	Human voice
/m/09ld4	Frog
/m/09t49	Rustling leaves
/m/09x0r	Speech
/m/09xqv	Cricket
/m/0_1c	Artillery fire
/m/0_ksk	Power tool
/m/0b9m1	Harmonic
/m/0b_fwt	Electronic tuner
/m/0bcdqg	Ringing tone, ringback tone
/m/0bm02	Bass drum
/m/0bpl036	Human locomotion
/m/0brhx	Speech synthesizer
/m/0bt9lr	Dog
/m/0btp2	Traffic noise, roadway noise
/m/0bzvm2	Video game sound
/m/0c1dj	Sound effect
/m/0c1tlg	Electric rotor drone, quadcopter
/m/0c2wf	Typewriter
/m/0c3f7m	Fire alarm
/m/0cdnk	Roaring cats (lions, tigers)
/m/0cfdd	Drum machine
/m/0ch8v	Livestock, farm animals, working animals
/m/0chx_	White noise, pink noise
/m/0cj0r	Pink noise
/m/0cmf2	Fixed-wing aircraft, airplane
/m/0d31p	Vacuum cleaner
/m/0d4wf	Kitchen and dining room sounds
/m/0d8_n	Pizzicato
/m/0dbvp	Goose
/m/0dgbq	Civil defense siren
/m/0dgw9r	Human sounds
/m/0dl5d	Progressive rock
/m/0dl83	Arrow
/m/0dl9sf8	Throat clearing
/m/0dls3	Grunge
/m/0dq0md	Music of Bollywood
/m/0dv3j	Boiling
/m/0dv5r	Camera
/m/0dwsp	Marimba, xylophone
/m/0dwt5	Vibraphone
/m/0dwtp	Glockenspiel
/m/0dxrf	Frying (food)
/m/0f8s22	Chime
/m/0fd3y	Ambient music
/m/0ffhf	Donkey, ass
/m/0fjy1	Wildfire
/m/0fqfqc	Drawer open or close
/m/0fw86	Tap dance
/m/0fx80y	Plucked string instrument
/m/0fx9l	Microwave oven
/m/0g12c5	Distortion
/m/0g293	Music of Latin America
/m/0g6b5	Fireworks
/m/0gg8l	Bluegrass
/m/0ggq0m	Classical music
/m/0ggx5q	Dance music
/m/0ghcn6	Growling
/m/0glt670	Hip hop music
/m/0gvgw0	Air brake
/m/0gy1t2s	Bicycle bell
/m/0gywn	Soul music
/m/0h0rv	Pigeon, dove
/m/0h2mp	Fly, housefly
/m/0h9mv	Tire squeal, skidding
/m/0hdsk	Chirp tone
/m/0hg7b	Microphone
/m/0hgq8df	Crockery breaking and smashing
/m/0hsrw	Sailboat, sailing ship
/m/0j2kx	Waterfall
/m/0j45pbj	Mallet percussion
/m/0j6m2	Stream, river
/m/0jb2l	Thunderstorm
/m/0jbk	Animal
/m/0jtg0	Sitar
/m/0k4j	Car
/m/0k5j	Aircraft
/m/0k65p	Hands
/m/0l14_3	Bowed string instrument
/m/0l14gg	Soundtrack music
/m/0l14j_	Flute
/m/0l14jd	Choir
/m/0l14l2	Shofar
/m/0l14md	Percussion
/m/0l14qv	Synthesizer
/m/0l14t7	Singing bowl
/m/0l156b	Steelpan
/m/0l156k	Whistle
/m/0l15bq	Clapping
/m/0l7xg	Gears
/m/0llzx	Sewing machine
/m/0ln16	Salsa music
/m/0ltv	Race car, auto racing
/m/0lyf6	Breathing
/m/0m0jc	Electronica
/m/0mbct	Gong
/m/0md09	Power saw, circular saw, table saw
/m/0mkg	Accordion
/m/0ngt1	Thunder
/m/0xzly	Maraca
/m/0y4f8	Vocal music
/m/0ytgt	Child speech, kid speaking
/m/0z9c	A capella
/m/0zmy2j9	Velcro, hook and loop fastener
/t/dd00001	Baby laughter
/t/dd00002	Baby cry, infant cry
/t/dd00003	Male singing
/t/dd00004	Female singing
/t/dd00005	Child singing
/t/dd00006	Synthetic singing
/t/dd00012	Human group actions
/t/dd00013	Children playing
/t/dd00018	Oink
/t/dd00031	Happy music
/t/dd00032	Funny music
/t/dd00033	Sad music
/t/dd00034	Tender music
/t/dd00035	Exciting music
/t/dd00036	Angry music
/t/dd00037	Scary music
/t/dd00038	Rain on surface
/t/dd00048	Train wheels squealing
/t/dd00061	Non-motorized land vehicle
/t/dd00065	Light engine (high frequency)
/t/dd00066	Medium engine (mid frequency)
/t/dd00067	Heavy engine (low frequency)
/t/dd00077	Mechanisms
/t/dd00088	Gush
/t/dd00091	Sound equipment
/t/dd00092	Wind noise (microphone)
/t/dd00098	Source-ambiguous sounds
/t/dd00099	Generic impact sounds
/t/dd00108	Clunk
/t/dd00109	Surface contact
/t/dd00110	Deformable shell
/t/dd00112	Crumpling, crinkling
/t/dd00118	Fizz
/t/dd00121	Boing
/t/dd00122	Other sourceless
/t/dd00123	Channel, environment and background
/t/dd00125	Inside, small room
/t/dd00126	Inside, large room or hall
/t/dd00127	Inside, public space
/t/dd00128	Outside, urban or manmade
/t/dd00129	Outside, rural or natural
/t/dd00130	Engine starting
/t/dd00133	Specific impact sounds
/t/dd00134	Car passing by
/t/dd00135	Children shouting
/t/dd00136	Whimper (dog)
/t/dd00138	Brief tone
/t/dd00139	Snort (horse)
/t/dd00141	Pant (dog)
/t/dd00142	Audio logo
/t/dd00143	Unknown sound
/t/dd00144	Alert
/t/dd00147	Dong, bong
